email,name,phone,physicalAddress,postalAddress,url
admin@nawarddeken.org.au,Nawardekken Academy Kabulwarnamyo School,0427 816 431,"Building 2, Kabulwarnamyo, tba, NT","tba, PO Box 37620 Winnellie  NT, 0821, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=nakabsch
admin@nawarddeken.org.au,Nawarddeken Academy Manmoyi School,0427 816 431,"Building 6, Mamadawerre & Manmoyi Community, tba, NT","tba, PO Box 37620 Winnellie  NT, 0821, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=namansch
,Nathalie Gorey Pre School,(08) 8952 1186,"80 Spearwood Rd, Alice Springs, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=nathaliegoreypreschool
admin@nawarddeken.org.au,Nawarddeken Academy Mamadawerre School,0427 816 431,"Building 6, Mamadawerre & Manmoyi Community, tba, NT","tba, PO Box 37620 Winnellie  NT, 0821, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=namamsch
,Nakara Pre School,(08) 8927 9823,"35 Nakara Tce, Nakara, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=nakarapreschool
nakara.primary@education.nt.gov.au,Nakara Primary School,(08) 8927 9823,"35 Nakara Tce, Nakara, 0810, NT","35 Nakara Tce, Nakara, 0810, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=nakarsch
mutitjulu.school@education.nt.gov.au,Mutitjulu School,(08) 8956 2547,"Mutitjulu, Ayers Rock, NT","PO Box 121, Yulara, 0872, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=mutitsch
admin.mcs@nt.catholic.edu.au,Murrupurtiyanuwu Catholic Primary School,(08) 8978 3986,"Kerinauia Highway, Wurrumiyanga NT 0822, NT","PO Box 45, Wurrumiyanga, Bathurst Island, via Winnellie, 0822, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=murrisch
mitchell.valentine@education.nt.gov.au,Murray Downs School,(08) 8964 1951,"Outstation, Murray Downs(Imangara), NT","PMB 48, Alice Springs, 0872, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=murrasch
david.ward1@education.nt.gov.au,Mulga Bore School,(08) 8956 9824,"n/a, Mulga Bore Community, NT","PMB 18, via Alice Springs, 0872, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=mulgasch
moulden.primary@education.nt.gov.au,Moulden Primary School,(08) 8930 5900,"103 Bonson Tce, Moulden, 0830, NT","PO Box 80, PALMERSTON, 0831, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=mouldsch
dowreen.lata@education.nt.gov.au,Mount Allan School,(08) 8956 8860,"N/A, Yuelamu, NT","PMB 67, Yuelamu via Alice Springs, 0872, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=mtallsch
,Moulden Pre School,(08) 8930 5965,"103 Bonson Tce, Moulden, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=mouldenpreschool
principal.motherteresa@nt.catholic.edu.au,Mother Teresa Catholic Primary School,(08) 7969 5600,"16 Ginger St, Zuccoli, NT","PO Box 1125, Palmerston, 0830, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=mtcpssch
admin.moilsch@education.nt.gov.au,Moil Primary School,(08) 898 37530,"37 Lanyon Tce, Moil, 0810, NT","37 Lanyon Tce, MOIL, 0810, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=moilsch
,Moil Pre School,(08) 898 37535,"Moil Crescent, Moil, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=moilpreschool
garry.reeve@education.nt.gov.au,Minyerri School,(08) 8975 9972,"N/A, Minyerri (Hodgson Downs), NT","PMB 40, KATHERINE, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=minyesch
,Minyerri Pre School,(08) 8975 9972,"N/A, Minyerri (Hodgson Downs), NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=minyerripreschool
angela.lawrence@education.nt.gov.au,Milyakburra School,(08) 8987 6084,"N/A, Milyakburra (Bickerton Island), NT","PMB 5, Bickerton Island, via Winnellie, 0822, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=milyasch
admin.mimik-ga@education.nt.gov.au,Mimik-Ga Centre,(08) 898 37900,"4 Henbury Ave, Wanguri, 0810, NT","PO Box 40519, Casuarina, 0811, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=eilhsch
admin.millnerps@education.nt.gov.au,Millner Primary School,(08) 792 30333,"41 Sabine Rd, Millner, 0810, NT","41 Sabine Rd, MILLNER, 0810, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=millnsch
,Millner Pre School,(08) 792 30333,"41 Sabine Rd, Millner, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=millnerpreschool
admin@milkwood.nt.edu.au,Milkwood Steiner School,08 8947 1669,"107 Boulter Road, Berrimah, NT","PO Box 357, Berrimah, 0828, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=milstsch
adam.dicks1@education.nt.gov.au,Milingimbi School,(08) 8987 9902,"N/A, Milingimbi, 0822, NT","PMB 54, Milingimbi, via WINNELLIE, 0822, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=milincec
gabrielle.field@education.nt.gov.au,Milikapiti School,(08) 8978 3960,"N/A, Milikapiti (Snake Bay), NT","PMB 96, via Winnellie, 0822, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=miliksch
middle.pt@education.nt.gov.au,Middle Point School,(08) 8988 1688,"615 Anzac Pde, Middle Point, NT","PO Box 96, Humpty Doo, 0836, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=middlsch
telka.zotz@education.nt.gov.au,Mataranka School,(08) 8975 4543,"Roper Terrace, Mataranka, 0852, NT","PO Box 4022, Mataranka, 0852, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=matarsch
mbunghara.school@education.nt.gov.au,Mbunghara School,(08) 8956 8503,"N/A, Mbunghara, NT","PMB 242, via Alice Springs, 0872, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=mbungsch
admin.mcc@ntschools.net,Marrara Christian College,(08) 8920 2000,"110 Amy Johnson Ave, Marrara, NT","PO Box 84, Karama, 0812, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=marrahs
principal@yirralka.nt.ed.au,Mapuru Yirralka College,(08) 8970 4994,"Dhabulu Road, Mapuru, NT 0822, NT","PMB 301, Winnellie, 0821, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=mapursch
admin.manyasch@education.nt.gov.au,Manyallaluk School,(08) 8975 4438,"N/A, Manyallaluk (Eva Valley), NT","PO Box 271, Katherine, 0851, Nt",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=manyasch
,Manunda Terrace Pre School,(08) 899 77366,"31 Manunda Tce, Karama, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=manundaterracepreschool
manunda.school@education.nt.gov.au,Manunda Terrace Primary School,(08) 899 77366,"31 Manunda Tce, Karama, 0812, NT","31 Manunda Tce, KARAMA, 0812, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=manunsch
maningrida.cec@education.nt.gov.au,Maningrida College,(08) 8979 5950,"n/a, Maningrida, 0822, NT","PMB 67, via Winnellie, 0822, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=manincec
tracy.brislane@education.nt.gov.au,Mamaruni School,(08) 8979 0255,"N/A, Minjilang (Croker Is), NT","PMB 47, via Winnellie, 0822, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=mamarsch
admin.malak@education.nt.gov.au,Malak Primary School,(08) 899 77600,"45 Malak Cres, Malak, 0812, NT","45 Malak Crescent, MALAK, 0812, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=malaksch
,Malak Pre School,(08) 899 77600,"45 Malak Cres, Malak, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=malakpreschool
mackillopcollege@nt.catholic.edu.au,Mackillop Catholic College,08 8930 5757,"285 Farrar Boulevard, Johnston, NT","P O Box 2608, Palmerston, 0831, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=mackims
admin.macfasch@education.nt.gov.au,MacFarlane Primary School,(08) 896 51700,"42 Grevillea Rd, Katherine East, 0850, NT","42 Grevillea Road, KATHERINE EAST, 0850, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=macfasch
,MacFarlane Pre School,(08) 8972 3069,"Grevillea Rd, Katherine East, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=macfarlanepreschool
,Ludmilla Pre School,(08) 898 37889,"41 Bagot Rd, Ludmilla, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=ludmillapreschool
admin.ludmilla@education.nt.gov.au,Ludmilla Primary School,(08) 898 37888,"41 Bagot Rd, Ludmilla, 0820, NT","PO Box 39945, WINNELLIE, 0821, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=ludmisch
la.admin@nt.catholic.edu.au,Ltyentye Apurte Catholic School,(08) 8956 0937,"35 Church Street, Santa Teresa (Ltyenty Apurte), NT","Santa Teresa, PMB 221, via A/Springs, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=ltyencec
lisa.goldsworthy@ntschools.net,Living Waters Lutheran School,(08) 8950 0700,"Corner Albrecht Drive and Kramer Street, Alice Springs, NT","PO Box 8869, Alice Springs, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=livinsch
admin.leanyer@education.nt.gov.au,Leanyer Primary School,(08) 8927 4022,"114 Leanyer Drive,, Leanyer, 0812, NT","114 Leanyer Drive, LEANYER, 0812, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=leanysch
,Leanyer Pre School,(08) 8927 4022,"114 Leanyer Dr, Leanyer, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=leanyerpreschool
lhs.admin@ntschools.net,Laynhapuy Homelands School,(08) 898 71224,"Galpu Rd, Yirrkala, NT","PMB 747, Nhulunbuy, 0881, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=yirrkhlc
,Larrakeyah Pre School,(08) 8981 9091,"3 Packard St, Larrakeyah, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=larrakeyahpreschool
larrakeyah.admin@education.nt.gov.au,Larrakeyah Primary School,(08) 8981 3211,"3 Packard St, Larrakeyah, 0820, NT","PO Box 412, DARWIN, 0801, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=larrasch
larapinta.primary@education.nt.gov.au,Larapinta Primary School,(08) 895 85155,"22 Albrecht Dr, Alice Springs, NT","PO Box 9021, ALICE SPRINGS, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=larapsch
,Larapinta Pre School,(08) 895 85145,"22 Albrecht Dr, Alice Springs, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=larapintapreschool
laramba.school@education.nt.gov.au,Laramba School,(08) 8956 8771,"N/A, Laramba (Napperby), NT","PMB 213, via Alice Springs, 0872, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=laramsch
admin.lajamcec@education.nt.gov.au,Lajamanu School,(08) 8975 0946,"N/A, Lajamanu ( Hooker Ck), NT","PMB 63, via Katherine, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=lajamcec
,Lajamanu Pre School,(08) 89750 946,"N/A, Lajamanu (Hooker Ck), NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=lajamanupreschool
kintore.admin@education.nt.gov.au,Kintore Street School,(08) 8973 3888,"11 Kintore St, Katherine, 0872, NT","PO Box 1931, KATHERINE, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=kintosch
,Kintore Street Pre School,(08) 8973 3888,"11 Kintore St, Katherine, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=kintorestreetpreschool
tba,Kiana School,(08) 8975 9820,"N/A, Kiana, NT","PMB 33, via Tennanat Creek, 0861, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=kianasch
admin.kathesch@education.nt.gov.au,Katherine South Primary School,(08) 8972 1277,"Riverbank Dr, Katherine, 0850, NT","PO Box 721, KATHERINE, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=kathesch
,Katherine South Pre School,(08) 8972 1277,"Riverbank Drive, Katherine, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=katherinesouthpreschool
kath.soa@education.nt.gov.au,Katherine School Of The Air,(08) 896 51555,"101 Giles St, Katherine, 0850, NT","PO Box 531, KATHERINE, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=kathesoa
tba,Katherine Flexible Learning Centre,(08) 897 38200,"5 Kintore St, Katherine, 0850, NT","PO Box 189, Katherine, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=kathfsch
karama.school@education.nt.gov.au,Karama Primary School,(08) 898 37700,"37 Livistona Rd, Karama, 0812, NT","PO Box 103, Karama, 0813, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=karamsch
admin.kathehs@education.nt.gov.au,Katherine High School,(08) 897 38200,"Grevillea Rd, Katherine East, 0850, NT","PO Box 189, KATHERINE, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=kathehs
,Karama Pre School,(08) 898 37711,"37 Livistona Rd, Karama, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=karamapreschool
,Kalkaringi Pre School,(08) 8965 1888,"Whitlam St, Kalkaringi (Wave hill), NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=kalkaringipreschool
anne.saunders@education.nt.gov.au,Kalkaringi School,(08) 896 51888,"Whitlam st, Kalkaringi (Wave hill), NT","PMB 41, KATHERINE, 0852, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=kalkacec
jingili.school@education.nt.gov.au,Jingili Primary School,(08) 898 37555,"17 Rindberg St, Jingili, 0810, NT","PO Box 40600, CASUARINA, 0810, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=jingisch
,Jingili Preschool,(08) 8985 3495,"10 Jingili Tce, Jingili, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=jingilipreschool
admin.jilkmsch@education.nt.gov.au,Jilkminggan School,(08) 8975 4896,"N/A, Jilkminggan (Duck Creek), NT","PO Box 4054, Mataranka, 0852, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=jilkmsch
,Jabiru Pre School,(08) 8938 3333,"40 Waterhouse Rd, Jabiru, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=jabirupreschool
jabiru.areaschool@education.nt.gov.au,Jabiru Area School,(08) 8938 3333,"40 Waterhouse Rd, Jabiru, NT","PO Box  246, Jabiru, 0886, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=jabiras
,Ida Standley Pre School,(08) 8952 1040,"15 Parke Cres, Alice Springs, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=idastandleypreschool
,Humpty Doo Pre School,(08) 792 30400,"50 Freds Pass Rd, Humpty Doo, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=humptydoopreschool
admin.humptydoo@education.nt.gov.au,Humpty Doo Primary School,(08) 792 30400,"50 Freds Pass Rd, Humpty Doo, 0836, NT","PO Box 46, HUMPTY DOO, 0836, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=humptsch
howard.springs@education.nt.gov.au,Howard Springs Primary School,(08) 898 30000,"295 Whitewood Rd, Howard Springs, 0835, NT","PO Box  171, HOWARD SPRINGS, 0835, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=howarsch
,Howard Springs Pre School,(08) 8983 0000,"295 Whitewood Rd, Howard Springs, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=howardspringspreschool
admin.holyspirit@nt.catholic.edu.au,Holy Spirit Catholic School,(08) 8927 3411,"278 Gsell Street, Wulagi, NT","PO Box 40030, Casuarina, 0810, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=holyssch
admin.holyfamily@nt.catholic.edu.au,Holy Family Catholic School,(08) 89276188,"20 Calytrix Road, Karama, NT","PO Box 40870, Casuarina, 0812, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=holyfsch
henbury.admin@education.nt.gov.au,Henbury School,(08) 899 77077,"11 Henbury Avenue, Tiwi, 0810, NT","11 Henbury Avenue, Tiwi, 0810, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=henbusch
kylie.mckay@education.nt.gov.au,Harts Range School,(08) 8956 9771,"N/A, Atitjere (Harts Range), NT","PMB 162, via Alice Springs, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=hartssch
andrew.mcgregor@haileybury.com.au,Haileybury Rendall School,(08) 8922 1611,"6057 Berrimah Road, Berrimah, NT","PO Box 241, Berrimah, 0828, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=hailesch
,Gunbalanya Pre School,(08) 8979 0181,"N/a, Gunbalanya, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=gunbalanyapreschool
admin.gunbacec@education.nt.gov.au,Gunbalanya School,(08) 8979 0181,"N/A, Gunbalanya, NT","PMB 66, Gunbalanya, 0822, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=gunbacec
geoff.gillman@education.nt.gov.au,Haasts Bluff School,(08) 8956 8550,"N/A, Haasts Bluff (Ikuntji), 0872, NT","Haasts Bluff, via Alice Springs, 0872, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=haastsch
,Gray Pre School,(08) 8932 1700,"22 Victoria Dr, Gray, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=graypreschool
admin.graysch@education.nt.gov.au,Gray Primary School,(08) 8932 1700,"22 Victoria Drive, Gray, 0830, NT","Victoria Drive, GRAY, 0830, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=graysch
admin@goodshepherd.nt.edu.au,Good Shepherd Lutheran School,(08) 8983 0333,"Cnr Emery Ave and Temple Tce, Palmerston, NT","PO Box 1146, Howard Springs, 0831, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=goodssch
admin@goodshepherd.nt.edu.au,Good Shepherd Lutheran College,08 8983 0333,"Cnr Whitewood Rd and Kundook Place, Howard Springs, NT","PO Box 1146, Howard Springs, 0831, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=goodsms
,Girraween Pre School,(08) 8983 3300,"25 Carruth Rd, Girraween, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=girraweenpreschool
admin@goodshepherd.nt.edu.au,Good Shepherd - Leanyer Campus,(08) 8983 0333,"94 Leanyer Drive, Leanyer, NT","PO Box 1146, Howard Springs, 0831, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=standsch
admin.girrasch@education.nt.gov.au,Girraween Primary School,(08) 8983 3300,"25 Carruth Rd, Girraween, 0835, NT","PO Box 1042, HOWARD SPRINGS, 0835, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=girrasch
gillen.school@education.nt.gov.au,Gillen Primary School,(08) 895 52155,"55 Milner Rd, Alice Springs, 0870, NT","PO Box 769, ALICE SPRINGS, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=gillesch
,Gillen Pre School,(08) 8952 2355,"12 Newland St, Alice Springs, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=gillenpreschool
admin.gcs@ntschools.net,Gawa Christian School,8970 5210,"Gawa, Elcho Island, Gawa, NT","PMB 257, Elcho Island via Winnellie, 0822, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=gawasch
christopher.oneill@education.nt.gov.au,Gapuwiyak School,(08) 8987 9122,"N/a, Gapuwiyak, NT","PMB 900, Via Winnellie, 0822, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=gapuwcec
,Gapuwiyak Pre School,(08) 8987 9122,"N/A, Gapuwiyak, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=gapuwiyakpreschool
admin.forrestps@education.nt.gov.au,Forrest Parade School,(08) 899 77111,"120 Flynn Circuit, Bellamack, 0832, NT","120 Flynn Circuit, Bellamack, 0832, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=forresch
finke.school@education.nt.gov.au,Finke School,(08) 8956 0960,"N/A, Finke, NT","PMB 30, via Alice Springs, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=finkesch
faft.doe@education.nt.gov.au,Families as First Teachers,(08) 899 93550,"Mitchell St, Darwin, 0800, NT","GPO Box 4821, Darwin, 0801, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=faftsch
jennifer.cadzow@education.nt.gov.au,Epenarra School,(08) 8964 1512,"N/A, Wutunugurra (Epenarra), NT","PMB 270, via Alice Springs, 0861, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=epenasch
kevin.gaskin@education.nt.gov.au,Elliott School,(08) 8969 2122,"91 Bray St, Elliott, NT","C/- Elliott Post Office, Elliott, 0862, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=elliocec
durack.school@education.nt.gov.au,Durack Primary School,(08) 899 77555,"50 Woodlake Bvd, Durack, 0830, NT","PO Box  225, PALMERSTON, 0830, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=duracsch
,Durack Pre School,(08) 899 77555,"50 Woodlake Blvd, Durack, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=durackpreschool
dundee.school@education.nt.gov.au,Dundee Beach School,(08) 8978 2212,"500 Namarada Dr, Dundee Beach, NT","PO Box 145, Dundee Beach, 0840, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=dundesch
,Driver Pre School,(08) 893 59055,"37 Driver Ave, Driver, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=driverpreschool
admin.drivesch@education.nt.gov.au,Driver Primary School,(08) 893 59000,"37 Driver Ave, Driver, 0830, NT","PO Box  33, PALMERSTON, 0831, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=drivesch
dripstone.middle@education.nt.gov.au,Dripstone Middle School,(08) 898 37777,"10 Delamere St, Tiwi, 0810, NT","PO Box  41370, CASUARINA, 0811, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=dripshs
rosemary.sullivan@education.nt.gov.au,Douglas Daly School,(08) 8978 2836,"Jungawa Rd, Douglas-Daly, NT","PMB 46, via Winnellie, 0822, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=douglsch
pheath@barker.nsw.edu.au,Dhupuma Barker,(08) 8438 7201,"Gunyangara East Arnhem Land, , NT","PO Box 39, Nhulunbuy, 0881, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=dbarksch
admin.darwinmiddle@education.nt.gov.au,Darwin Middle School,(08) 894 25200,"Atkins Drive, The Gardens, NT 0820, not available, NT","PO Box 2257, PARAP, 0804, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=darwims
dlc.nt@education.nt.gov.au,Darwin Languages Centre,(08) 899 77000,"1 Nemarluk Dr, Ludmilla, NT, NT","P O Box 822, Nightcliff, 0814, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=ntsoldrw
darwin.high@education.nt.gov.au,Darwin High School,(08) 899 91222,"10 Atkins Dr, The Gardens, 0820, NT","Bullocky Point, DARWIN, 0820, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=darwihs
admin.clydesch@education.nt.gov.au,Clyde Fenton Primary School,(08) 897 33844,"101 Giles St, Katherine, 0850, NT","PO Box 421, KATHERINE, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=clydesch
,Clyde Fenton Pre School,(08) 897 33855,"101 Giles St, Katherine, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=clydefentonpreschool
centralian.middle@education.nt.gov.au,Centralian Middle School,(08) 895 52333,"56 Milner Rd, Alice Springs, 0870, NT","PO Box 1771, ALICE SPRINGS, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=centrms
admin.centraliansc@education.nt.gov.au,Centralian Senior College,(08) 895 85000,"10 Grevillea Drive, Alice Springs, 0870, NT","PO Box 4856, ALICE SPRINGS, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=centrsch
casuarina.admin@education.nt.gov.au,Casuarina Street Primary School,(08) 897 33800,"Casuarina St, Katherine East, 0850, NT","PO Box 1046, KATHERINE, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=casuasch
,Casuarina Street Pre School,(08) 897 33800,"Casuarina St, Katherine East, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=casuarinastreetpreschool
csc.admin@education.nt.gov.au,Casuarina Senior College,(08) 898 37300,"61 Parer Dr, Moil, 0810, NT","PO Box  40196, CASUARINA, 0811, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=casuahs
admin.cantesch@education.nt.gov.au,Canteen Creek School,(08) 8964 1505,"N/a, Canteen Creek, NT","PMB 105, via Alice Springs, 0872, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=cantesch
adam.cox@education.nt.gov.au,Bulman School,(08) 8975 4707,"N/A, Bulman, NT","PMB 13, Katherine, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=bulmasch
admin.callistemon@education.nt.gov.au,Callistemon House,(08) 8972 3212,"80 Callistemon Dr, Katherine East, 0850, NT","PO Box 1971, Katherine East, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=callisch
debbie.bailey1@education.nt.gov.au,Bulla Camp School,(08) 9167 8957,"N/A, Bulla, NT","PMB 89, Katherine, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=bullasch
admin.braitsch@education.nt.gov.au,Braitling Primary School,(08) 895 85111,"80 Head St, Alice Springs, 0870, NT","PO Box  1669, ALICE SPRINGS, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=braitsch
,Braitling Pre School,(08) 8985 8511,"80 Head St, Alice Springs, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=braitlingpreschool
bradshaw.school@education.nt.gov.au,Bradshaw Primary School,(08) 895 52100,"23 Adamson Ave, Alice Springs, 0870, NT","PO Box 1744, ALICE SPRINGS, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=bradssch
,Bradshaw Pre School,(08) 895 52100,"23 Adamson Ave, Alice Springs, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=bradshawpreschool
admin.borrosch@education.nt.gov.au,Borroloola School,(08) 896 51800,"321 Robinson Rd, Borroloola, 0854, NT","PMB 5, Borroloola, 0854, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=borrosch
,Borroloola Pre School,(08) 89 758780,"321 Robinson Road, Borroloola, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=borroloolapreschool
